Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Date Read,Date Added,Bookshelves,Exclusive Shelf,Original Purchase Date
18762105,Intro to Java Programming  Comprehensive Version [with Access Code],Y. Daniel Liang,Liang  Y. Daniel,empty,133761312,9780133761313,0,4.03,Pearson,Paperback,1320,2014,empty,2/13/2015,own|computer-science|reference-only|programming-java,reference-only,2/13/2015
16199563,Algorithmics of Matching Under Preferences,David Manlove,Manlove  David,empty,9814425249,9789814425247,0,4,World Scientific Publishing Company,Hardcover,524,2013,empty,2/5/2015,own|computer-science|economics|reference-only,reference-only,2/5/2015
13664136,Applied Introduction to Digital Signal Processing,J. Philippe Deziel,Deziel  J. Philippe,empty,137757689,9780137757688,0,4,Pearson,Paperback,388,2000,empty,1/9/2015,to-read|own|electrical-engineering|signal-processing,to-read,1/9/2015
4699906,Signal Processing Algorithms In Matlab,Samuel D. Stearns,Stearns  Samuel D.,Ruth A. David,130451541,9780130451545,0,0,Prentice Hall PTR,Hardcover,400,1996,empty,1/9/2015,own|electrical-engineering|signal-processing|reference-only,reference-only,1/9/2015
24040380,Linear Algebra and Its Applications,David C. Lay,Lay  David C.,Steven R. Lay  Judi J. McDonald,321989929,9780321989925,0,3.85,Pearson,Hardcover,empty,2015,empty,1/9/2015,reference-only|own|mathematics|linear-algebra,reference-only,1/9/2015
18594457,Your Body Is Your Barbell: Lose Weight and Get into the Best Shape of Your Life in just 6 Weeks Using Nothing but Your own Bodyweight,B.J. Gaddour,Gaddour  B.J.,empty,1623363837,9781623363833,4,3.9,Rodale Books,Paperback,320,2014,6/23/2016,12/30/2014,health|own,read,12/30/2014
22625839,Origins of A D-List Supervillain,Jim Bernheimer,Bernheimer  Jim,empty,1500107727,9781500107727,4,4.21,Createspace Independent Publishing Platform,Paperback,204,2014,1/17/2015,12/30/2014,own|fiction|superpowers,read,12/30/2014
22111620,High-Intensity 300,Dan Trink,Trink  Dan,empty,1450455271,9781450455275,0,4.28,Human Kinetics Publishers,Paperback,343,2014,empty,11/20/2014,to-read|health|own,to-read,11/20/2014
17741142,Bodyweight Strength Training Anatomy,Bret Contreras,Contreras  Bret,empty,1450429297,9781450429290,4,4.14,Human Kinetics Publishers,Paperback,212,2013,12/21/2014,11/20/2014,health|own,read,11/20/2014
418324,Project Management: A Managerial Approach,Jack R. Meredith,Meredith  Jack R.,Samuel J. Mantel Jr.,471715379,9780471715375,0,3.41,Wiley,Hardcover,688,2005,empty,10/24/2014,project-management|reference-only|own,reference-only,10/24/2014
15941256,An Introduction to Optimization,Edwin K.P. Chong,Chong  Edwin K.P.,Stanislaw H. Zak,1118279018,9781118279014,0,3.42,Wiley,Hardcover,640,2013,empty,10/16/2014,operations-research|mathematics|own|reference-only,reference-only,10/16/2014
6438824,Tap Out Textbook: The Ultimate Guide to Submissions for Grappling,Steve     Scott,Scott  Steve,empty,1934903140,9781934903148,0,4.5,Turtle Press,Paperback,480,2009,empty,7/19/2014,martial-arts|judo|own|to-read,to-read,7/19/2014
11570281,Submit Everyone: The Guerrilla Jiu-Jitsu Files: Classified Field Manual for Becoming a Submission-focused Fighter,Kevin Howell,Howell  Kevin,Dave Camarillo  Timothy Ferriss,982565887,9780982565889,0,3.75,Victory Belt Publishing,Paperback,352,2012,empty,6/28/2014,to-read|jujutsu|own|martial-arts,to-read,6/28/2014
3265644,Artificial Intelligence: A Modern Approach,Stuart Russell,Russell  Stuart,Peter Norvig,136042597,9780136042594,0,4.12,Pearson,Hardcover,1152,2009,empty,6/27/2014,own|reference-only|artificial-intelligence|computer-science,reference-only,6/27/2014
393854,Artificial Intelligence: Modern Approach,Stuart Russell,Russell  Stuart,Peter Norvig,131038052,9780131038059,0,4.12,Prentice Hall,Hardcover,932,1994,empty,6/27/2014,own|computer-science|artificial-intelligence|reference-only,reference-only,empty
12331675,The Nekropolis Archives,Tim Waggoner,Waggoner  Tim,empty,857662082,9780857662088,0,4.01,Angry Robot,Paperback,912,2012,empty,6/13/2014,to-read|horror|fiction,to-read,6/12/2014
16071748,Hunted (The Iron Druid Chronicles  #6),Kevin Hearne,Hearne  Kevin,empty,345533631,9780345533630,3,4.3,Del Rey,Mass Market Paperback,384,2013,6/14/2014,6/12/2014,fiction|own|horror,read,6/12/2014
6752764,A Madness of Angels (Matthew Swift  #1),Kate Griffin,Griffin  Kate,empty,316068594,9780316068598,0,3.75,Orbit,Paperback,613,2010,empty,6/12/2014,to-read|fiction|horror|own,to-read,6/12/2014
8694768,The Midnight Mayor (Matthew Swift  #2),Kate Griffin,Griffin  Kate,empty,316079901,9780316079907,0,4.14,Orbit,Paperback,553,2011,empty,6/6/2014,to-read|own|fiction|horror,to-read,6/6/2014
6561491,Werewolf Smackdown (Felix Gomez  #5),Mario Acevedo,Acevedo  Mario,empty,61567183,9780061567186,0,3.77,Harper Voyager,Paperback,416,2010,empty,5/29/2014,to-read|own|horror|fiction,to-read,5/29/2014
3793942,Jailbait Zombie (Felix Gomez  #4),Mario Acevedo,Acevedo  Mario,empty,61567140,9780061567148,0,3.64,Harper Voyager,Paperback,353,2009,empty,5/29/2014,to-read|own|horror|fiction,to-read,5/29/2014
1150189,The Undead Kama Sutra (Felix Gomez  #3),Mario Acevedo,Acevedo  Mario,empty,60833289,9780060833282,0,3.67,Harper Voyager,Paperback,384,2008,empty,5/29/2014,to-read|own|horror|fiction,to-read,5/29/2014
16160763,This Case Is Gonna Kill Me (Linnet Ellery  #1),Phillipa Bornikova,Bornikova  Phillipa,empty,765365553,9780765365552,0,3.68,Tor Books,Paperback,336,2013,empty,5/29/2014,to-read|fiction|horror|own,to-read,5/29/2014
11843017,Blood and Bullets (Deacon Chalk: Occult Bounty Hunter #1),James R. Tuck,Tuck  James R.,empty,758271476,9780758271471,3,3.56,Kensington,Paperback,294,2012,12/20/2016,5/29/2014,own|horror|fiction,read,5/29/2014
11722210,Night of Wolves (The Paladins  #1),David Dalglish,Dalglish  David,empty,1463561520,9781463561529,3,3.77,Createspace Independent Publishing Platform,Paperback,216,2011,11/12/2016,5/29/2014,own|horror|fiction,read,5/29/2014
18142402,Ex-Purgatory (Ex-Heroes  #4),Peter Clines,Clines  Peter,empty,804136610,9780804136617,3,3.97,Broadway Books,Paperback,348,2014,12/28/2014,5/28/2014,horror|fiction|own,read,5/28/2014
9970042,Whispers Under Ground (Peter Grant  #3),Ben Aaronovitch,Aaronovitch  Ben,empty,345524616,9780345524614,0,4.16,Del Rey,Paperback,303,2012,empty,5/28/2014,to-read|horror|fiction|own,to-read,5/28/2014
18210706,Broken Homes (Peter Grant  #4),Ben Aaronovitch,Aaronovitch  Ben,empty,756409608,9780756409609,0,4.16,DAW,Mass Market Paperback,324,2014,empty,5/28/2014,to-read|horror|fiction|own,to-read,5/28/2014
8680418,Moon Over Soho (Peter Grant  #2),Ben Aaronovitch,Aaronovitch  Ben,empty,345524594,9780345524591,0,4.1,Random House Ballantine ,Paperback,289,2011,empty,5/28/2014,to-read|horror|fiction|own,to-read,5/28/2014
2520921,The Devil You Know (Felix Castor  #1),Mike Carey,Carey  Mike,empty,446618705,9780446618700,4,3.8,Orbit,Mass Market Paperback,501,2008,1/16/2017,5/27/2014,fiction|horror|own,read,5/27/2014
290437,The Vampire Files  Volume 1 (Vampire Files  #1-3),P.N. Elrod,Elrod  P.N.,Tiffany Estreicher,441010903,9780441010905,5,3.93,Ace,Paperback,464,2003,8/17/2016,5/25/2014,fiction|horror|own,read,5/25/2014
399109,The Lanague Chronicles,F. Paul Wilson,Wilson  F. Paul,empty,671721399,9780671721398,0,4.17,Baen Books,Paperback,672,1992,empty,5/23/2014,to-read|own|fiction|sci-fi,to-read,5/23/2014
12700306,Tricked (The Iron Druid Chronicles  #4),Kevin Hearne,Hearne  Kevin,empty,345533623,9780345533623,2,4.25,Random House Publishing Group,Mass Market Paperback,341,2012,5/31/2014,5/23/2014,own|fiction|horror,read,5/23/2014
9595620,Hammered (The Iron Druid Chronicles  #3),Kevin Hearne,Hearne  Kevin,empty,345522486,9780345522481,4,4.22,Random House Publishing Group,Mass Market Paperback,312,2011,5/28/2014,5/23/2014,own|fiction|horror,read,5/23/2014
13536649,Trapped (The Iron Druid Chronicles  #5),Kevin Hearne,Hearne  Kevin,empty,034553364X,9780345533647,3,4.28,Del Rey,Mass Market Paperback,290,2012,6/7/2014,5/23/2014,own|fiction|horror,read,5/23/2014
9595650,Hexed (The Iron Druid Chronicles  #2),Kevin Hearne,Hearne  Kevin,empty,345522494,9780345522498,4,4.22,Del Rey,Mass Market Paperback,296,2011,5/26/2014,5/23/2014,own|fiction|horror,read,5/23/2014
2733642,The Vampire of New York,Lee Hunt,Hunt  Lee,empty,451222792,9780451222794,0,3.15,Signet,Paperback,368,2008,empty,5/23/2014,to-read|own|fiction|horror,to-read,5/23/2014
1150190,X-Rated Bloodsuckers (Felix Gomez  #2),Mario Acevedo,Acevedo  Mario,empty,61438871,9780061438875,4,3.59,Harper Voyager,Mass Market Paperback,332,2008,5/20/2014,5/15/2014,own|fiction|horror,read,5/15/2014
1150191,The Nymphos of Rocky Flats (Felix Gomez  #1),Mario Acevedo,Acevedo  Mario,empty,006143888X,9780061438882,4,3.25,Harper Voyager,Mass Market Paperback,266,2007,5/14/2014,4/30/2014,own|fiction|horror,read,4/30/2014
3209516,First Principles of Discrete Systems and Digital Signal Processing,Robert D. Strum,Strum  Robert D.,Donald E. Kirk,201095181,9780201095180,0,3,Prentice Hall,Paperback,848,1987,empty,4/30/2014,own|electrical-engineering|signal-processing|reference-only,reference-only,4/30/2014
1630791,DSP Filter Cookbook,John Lane,Lane  John,empty,790612046,9780790612041,0,3.75,Prompt Press,Paperback,352,2000,empty,4/28/2014,to-read|signal-processing|electrical-engineering|own,to-read,4/28/2014
13839689,Robot Building for Teens,Behnam Salemi,Salemi  Behnam,empty,1133948650,9781133948650,0,4.29,Cengage Learning,Paperback,229,2014,empty,4/15/2014,own|reference-only|electrical-engineering|robotics,reference-only,4/15/2014
9899290,Notes on Digital Signal Processing: Practical Recipes for Design  Analysis  and Implementation,C. Britton Rorabaugh,Rorabaugh  C. Britton,empty,131583344,9780131583344,0,0,Prentice Hall,Hardcover,288,2010,empty,4/7/2014,to-read|own|signal-processing|electrical-engineering,to-read,4/7/2014
140655,The Garrett Files (Garrett P.I.  #1-3),Glen Cook,Cook  Glen,empty,739436090,9780739436097,0,4.21,Science Fiction Book Club / Penguin,Hardcover,695,2004,empty,3/31/2014,to-read|own|fiction|fantasy,to-read,3/31/2014
7098357,Drill To Win: 12 Months to Better Brazilian Jiu-Jitsu,Andre Galvao,Galvao  Andre,Kevin Howell,981504485,9780981504483,0,4.47,Victory Belt Publishing,Paperback,292,2010,empty,3/28/2014,to-read|own|martial-arts|jujutsu,to-read,3/28/2014
541961,Judo Training Methods: A SOURCEBOOK,Takahiko Ishikawa,Ishikawa  Takahiko,Donn F. Draeger,804832102,9780804832106,0,4.47,Tuttle Publishing,Paperback,328,1999,empty,3/28/2014,to-read|own|judo|martial-arts,to-read,empty
18153226,Digital Filters for Everyone,Rusty Allred,Allred  Rusty,empty,1481084739,9781481084734,0,4,Createspace,Paperback,196,2013,empty,3/21/2014,own|electrical-engineering|signal-processing|reference-only,reference-only,3/21/2014
2483757,Introduction to Digital Filters: with Audio Applications,Julius O. Smith III,III  Julius O. Smith,empty,974560715,9780974560717,0,4.38,W3K Publishing,Paperback,480,2007,empty,3/21/2014,own|electrical-engineering|signal-processing|reference-only,reference-only,3/21/2014
2439411,Martial Musings: A Portrayal of Martial Arts in the 20th Century,Robert W. Smith,Smith  Robert W.,empty,1893765008,9781893765009,0,3.56,Via Media Publishing Company,Hardcover,400,1999,empty,3/9/2014,to-read|martial-arts|own,to-read,3/9/2014
7778599,Kill the Dead (Sandman Slim  #2),Richard Kadrey,Kadrey  Richard,empty,62017365,9780062017369,0,4.06,Eos,Mass Market Paperback,434,2011,empty,2/21/2014,to-read|fiction|own|horror,to-read,2/21/2014
10353283,Redlaw,James Lovegrove,Lovegrove  James,empty,1907992057,9781907992056,3,3.35,Solaris,Mass Market Paperback,393,2011,2/21/2014,2/14/2014,own|fiction|horror,read,2/14/2014
267947,Digital Signal Processing: Principles  Algorithms  and Applications,John G. Proakis,Proakis  John G.,Dimitris K. Manolakis,131873741,9780131873742,0,3.87,Prentice Hall,Hardcover,1084,2006,empty,1/22/2014,reference-only|own|electrical-engineering|signal-processing,reference-only,1/22/2014
3862001,Discrete Mathematics: Numbers and Beyond,Stephen Barnett,Barnett  Stephen,empty,201342928,9780201342925,0,0,Prentice Hall,Paperback,454,1998,empty,1/17/2014,to-read,to-read,1/17/2014
140665,Garrett  P.I. (Old Tin Sorrows/ Dread Brass Shadows/ Red Iron Nights),Glen Cook,Cook  Glen,empty,739436082,9780739436080,0,4.21,SF Book Club,Hardcover,673,2003,empty,1/17/2014,own|fiction|fantasy|to-read,to-read,1/17/2014
8681082,Uprising (The Vampire Federation  #1),Scott G. Mariani,Mariani  Scott G.,Sean McCabe,451413067,9780451413062,0,3.92,A Signet Select Book,Mass Market Paperback,465,2011,empty,1/4/2014,to-read|fiction|own|horror,to-read,1/4/2014
12143546,Downward to the Earth,Robert Silverberg,Silverberg  Robert,empty,076533173X,9780765331731,5,3.78,Orb Books,Paperback,256,2012,1/11/2014,1/4/2014,own|fiction|sci-fi,read,1/4/2014
7121523,Digital Signal Processing: A Modern Introduction,Ashok Ambardar,Ambardar  Ashok,empty,534405096,9780534405090,0,4,Thomson Learning,Hardcover,591,2006,empty,1/3/2014,own|electrical-engineering|signal-processing|reference-only,reference-only,1/3/2014
9904173,Facing Violence: Preparing for the Unexpected,Rory Miller,Miller  Rory,empty,1594392137,9781594392139,0,4.24,YMAA Publication Center,Paperback,223,2011,empty,12/25/2013,to-read|own|martial-arts|reference,to-read,12/25/2013
11323374,How to Win a Fight: A Guide to Avoiding and Surviving Violence,Lawrence A. Kane,Kane  Lawrence A.,Kris Wilder,1592406319,9781592406319,0,3.7,Avery,Paperback,208,2011,empty,12/25/2013,to-read|martial-arts|own|reference,to-read,12/25/2013
5699503,Numerical Mathematics,Matheus Grasselli,Grasselli  Matheus,Dmitry Pelinovsky,763737674,9780763737672,0,0,Jones & Bartlett Publishers,Hardcover,668,2007,empty,12/17/2013,own|mathematics|numerical-analysis|reference-only,reference-only,12/17/2013
2159901,Analog & Digital Signal Processing,John Kronenburger,Kronenburger  John,empty,1418041734,9781418041731,0,0,Cengage Learning,Hardcover,800,2007,empty,12/16/2013,reference-only|own|electrical-engineering|signal-processing,reference-only,12/16/2013
3358651,Linear Systems and Signals,B.P. Lathi,Lathi  B.P.,empty,195151291,9780195151299,0,4.04,Oxford University Press  USA,Hardcover,672,2001,empty,12/11/2013,signal-processing|electrical-engineering|reference-only|own,reference-only,12/11/2013
18058154,C Primer Plus,Stephen Prata,Prata  Stephen,empty,321928423,9780321928429,0,4.03,Addison-Wesley Professional,Paperback,1037,2013,empty,12/10/2013,reference-only|computer-science|programming-c|own,reference-only,12/10/2013
17938942,Objective-C Programming: The Big Nerd Ranch Guide (Big Nerd Ranch Guides),Aaron Hillegass,Hillegass  Aaron,empty,032194206X,9780321942067,0,4.17,Big Nerd Ranch Guides,Paperback,357,2013,empty,11/22/2013,to-read|own|computer-science|programming-c|object-oriented,to-read,11/22/2013
1688100,Numerical Methods: Algorithms and Applications,Laurene V. Fausett,Fausett  Laurene V.,empty,130314005,9780130314000,0,2.67,Pearson,Paperback,empty,2002,empty,11/18/2013,own|reference-only|mathematics|numerical-analysis,reference-only,11/18/2013
5693399,Digital Signal Processing: A Computer Science Perspective,Jonathan (Y) Stein,Stein  Jonathan (Y),empty,471295469,9780471295464,0,4.25,Wiley-Interscience,Hardcover,880,2000,empty,11/15/2013,own|electrical-engineering|reference-only|signal-processing,reference-only,11/15/2013
1249571,Principles Of Operations Research: With Applications To Managerial Decisions,Harvey M. Wagner,Wagner  Harvey M.,empty,137095929,9780137095926,0,4.6,Prentice Hall,Unknown Binding,1039,1975,empty,11/14/2013,own|reference-only|operations-research,reference-only,11/14/2013
3683818,Applied Numerical Analysis,Curtis F. Gerald,Gerald  Curtis F.,empty,201115832,9780201115833,0,3.23,Addison Wesley Publishing Company,Hardcover,733,1989,empty,11/14/2013,reference-only|own|mathematics|numerical-analysis,reference-only,11/14/2013
6693716,Programming Language Pragmatics,Michael L. Scott,Scott  Michael L.,empty,123745144,9780123745149,0,3.95,Morgan Kaufmann,Paperback,944,2009,empty,11/14/2013,own|computer-science|reference-only,reference-only,11/14/2013
12583294,Abelard to Apple: The Fate of American Colleges and Universities,Richard A. Demillo,Demillo  Richard A.,empty,262015803,9780262015806,2,3.28,The MIT Press,Hardcover,344,2011,3/7/2014,11/10/2013,do_not_own|education,read,11/10/2013
9533378,Hounded (The Iron Druid Chronicles  #1),Kevin Hearne,Hearne  Kevin,empty,345522478,9780345522474,4,4.12,Del Rey,Mass Market Paperback,292,2011,5/24/2014,11/10/2013,own|fiction|horror,read,11/10/2013
2975481,Healer (The LaNague Federation  #3),F. Paul Wilson,Wilson  F. Paul,empty,440135699,9780440135692,0,4.14,Dell Publishing Company,Paperback,0,1977,empty,11/8/2013,to-read|own|sci-fi|fiction,to-read,11/8/2013
613427,Numerical Methods for Scientists and Engineers [With CDROM],Birkhauser Boston Inc,Inc  Birkhauser Boston,empty,3764367156,9783764367152,0,0,Birkhauser Basel,Hardcover,842,2002,empty,11/6/2013,mathematics|numerical-analysis|reference-only,reference-only,11/6/2013
2914592,Grips. Neil Adams with Eddie Ferrie,Neil Adams,Adams  Neil,empty,095184556X,9780951845561,4,4.1,Ippon Books,Paperback,96,1992,7/10/2014,11/5/2013,own|martial-arts|judo,read,11/5/2013
6600025,Armlocks,Neil Adams,Adams  Neil,empty,951845527,9780951845523,0,4.67,Ippon Books,Paperback,96,1991,empty,11/5/2013,to-read|own|martial-arts|judo,to-read,11/5/2013
4760711,Seoi-nage (Judo Masterclass Techniques),Hidetoshi Nakanishi,Nakanishi  Hidetoshi,empty,951845543,9780951845547,3,4.5,Ippon Books,Paperback,160,1992,7/20/2014,11/5/2013,own|martial-arts|judo,read,11/5/2013
9229743,Digital Signal Processing Using MATLAB,Vinay K. Ingle,Ingle  Vinay K.,John G. Proakis,1111427372,9781111427375,0,3.73,Cengage Learning,Paperback,652,2011,empty,11/5/2013,reference-only|own|signal-processing|electrical-engineering,reference-only,11/5/2013
